Rank,Club,Country,Level,Elo,From,To
None,Panathinaikos,GRE,1,1521.49438477,1962-02-19,1962-02-25
None,Panathinaikos,GRE,1,1524.28051758,1962-02-26,1962-03-04
None,Panathinaikos,GRE,1,1526.0012207,1962-03-05,1962-03-11
None,Panathinaikos,GRE,1,1523.99694824,1962-03-12,1962-03-18
None,Panathinaikos,GRE,1,1526.31274414,1962-03-19,1962-03-28
None,Panathinaikos,GRE,1,1533.42871094,1962-03-29,1962-04-01
None,Panathinaikos,GRE,1,1535.46533203,1962-04-02,1962-04-15
None,Panathinaikos,GRE,1,1536.66418457,1962-04-16,1962-05-12
None,Panathinaikos,GRE,1,1539.53442383,1962-05-13,1962-05-20
None,Panathinaikos,GRE,1,1525.60583496,1962-05-21,1962-05-27
None,Panathinaikos,GRE,1,1518.62561035,1962-05-28,1962-06-10
None,Panathinaikos,GRE,1,1502.57214355,1962-06-11,1962-06-17
None,Panathinaikos,GRE,1,1498.85925293,1962-06-18,1962-09-12
None,Panathinaikos,GRE,1,1495.75952148,1962-09-13,1962-09-19
None,Panathinaikos,GRE,1,1377.14526367,1962-09-20,1962-09-23
None,Panathinaikos,GRE,1,1379.7076416,1962-09-24,1962-09-30
None,Panathinaikos,GRE,1,1383.38098145,1962-10-01,1962-10-07
None,Panathinaikos,GRE,1,1387.06713867,1962-10-08,1962-10-14
None,Panathinaikos,GRE,1,1389.98486328,1962-10-15,1962-10-21
None,Panathinaikos,GRE,1,1392.2434082,1962-10-22,1962-11-04
None,Panathinaikos,GRE,1,1393.90063477,1962-11-05,1962-11-11
None,Panathinaikos,GRE,1,1388.12084961,1962-11-12,1962-11-18
None,Panathinaikos,GRE,1,1386.10302734,1962-11-19,1962-11-25
None,Panathinaikos,GRE,1,1380.79223633,1962-11-26,1962-12-03
None,Panathinaikos,GRE,1,1383.23730469,1962-12-04,1962-12-09
None,Panathinaikos,GRE,1,1389.11791992,1962-12-10,1962-12-16
None,Panathinaikos,GRE,1,1385.50415039,1962-12-17,1962-12-23
None,Panathinaikos,GRE,1,1381.73339844,1962-12-24,1963-01-12
None,Panathinaikos,GRE,1,1386.90026855,1963-01-13,1963-01-20
None,Panathinaikos,GRE,1,1389.73242188,1963-01-21,1963-02-03
None,Panathinaikos,GRE,1,1392.34240723,1963-02-04,1963-02-10
None,Panathinaikos,GRE,1,1386.63671875,1963-02-11,1963-02-17
None,Panathinaikos,GRE,1,1388.7956543,1963-02-18,1963-02-24
None,Panathinaikos,GRE,1,1384.05004883,1963-02-25,1963-03-03
None,Panathinaikos,GRE,1,1385.04040527,1963-03-04,1963-03-10
None,Panathinaikos,GRE,1,1379.36621094,1963-03-11,1963-03-17
None,Panathinaikos,GRE,1,1386.38623047,1963-03-18,1963-03-24
None,Panathinaikos,GRE,1,1389.10192871,1963-03-25,1963-03-31
None,Panathinaikos,GRE,1,1395.29650879,1963-04-01,1963-04-28
None,Panathinaikos,GRE,1,1392.66235352,1963-04-29,1963-05-05
None,Panathinaikos,GRE,1,1384.42944336,1963-05-06,1963-05-12
None,Panathinaikos,GRE,1,1398.35083008,1963-05-13,1963-05-26
None,Panathinaikos,GRE,1,1402.08044434,1963-05-27,1963-06-02
None,Panathinaikos,GRE,1,1404.37194824,1963-06-03,1963-06-09
None,Panathinaikos,GRE,1,1388.44921875,1963-06-10,1963-09-15
None,Panathinaikos,GRE,1,1391.62670898,1963-09-16,1963-09-18
None,Panathinaikos,GRE,1,1388.46496582,1963-09-19,1963-09-22
None,Panathinaikos,GRE,1,1395.68676758,1963-09-23,1963-09-25
None,Panathinaikos,GRE,1,1394.2088623,1963-09-26,1963-09-29
None,Panathinaikos,GRE,1,1398.56213379,1963-09-30,1963-10-02
None,Panathinaikos,GRE,1,1399.15136719,1963-10-03,1963-10-06
None,Panathinaikos,GRE,1,1402.05432129,1963-10-07,1963-10-13
None,Panathinaikos,GRE,1,1405.16894531,1963-10-14,1963-10-20
None,Panathinaikos,GRE,1,1399.17163086,1963-10-21,1963-10-23
None,Panathinaikos,GRE,1,1419.10705566,1963-10-24,1963-11-10
None,Panathinaikos,GRE,1,1413.26281738,1963-11-11,1963-11-13
None,Panathinaikos,GRE,1,1414.85241699,1963-11-14,1963-11-17
None,Panathinaikos,GRE,1,1407.47717285,1963-11-18,1963-11-20
None,Panathinaikos,GRE,1,1401.6986084,1963-11-21,1963-11-24
None,Panathinaikos,GRE,1,1403.06213379,1963-11-25,1963-11-30
None,Panathinaikos,GRE,1,1401.56884766,1963-12-01,1963-12-01
None,Panathinaikos,GRE,1,1407.35388184,1963-12-02,1963-12-08
None,Panathinaikos,GRE,1,1401.19506836,1963-12-09,1963-12-15
None,Panathinaikos,GRE,1,1406.78125,1963-12-16,1963-12-22
None,Panathinaikos,GRE,1,1408.14111328,1963-12-23,1963-12-29
None,Panathinaikos,GRE,1,1404.74914551,1963-12-30,1964-01-12
None,Panathinaikos,GRE,1,1406.09960938,1964-01-13,1964-02-02
None,Panathinaikos,GRE,1,1411.31665039,1964-02-03,1964-02-09
None,Panathinaikos,GRE,1,1416.49328613,1964-02-10,1964-02-19
None,Panathinaikos,GRE,1,1418.07226562,1964-02-20,1964-02-23
None,Panathinaikos,GRE,1,1419.01025391,1964-02-24,1964-03-15
None,Panathinaikos,GRE,1,1420.73876953,1964-03-16,1964-03-19
None,Panathinaikos,GRE,1,1425.34924316,1964-03-20,1964-03-22
None,Panathinaikos,GRE,1,1431.90515137,1964-03-23,1964-03-29
None,Panathinaikos,GRE,1,1439.12365723,1964-03-30,1964-04-05
None,Panathinaikos,GRE,1,1440.4732666,1964-04-06,1964-04-12
None,Panathinaikos,GRE,1,1441.59777832,1964-04-13,1964-04-15
None,Panathinaikos,GRE,1,1449.71276855,1964-04-16,1964-04-19
None,Panathinaikos,GRE,1,1452.27075195,1964-04-20,1964-05-17
None,Panathinaikos,GRE,1,1446.19580078,1964-05-18,1964-05-24
None,Panathinaikos,GRE,1,1455.41052246,1964-05-25,1964-09-09
None,Panathinaikos,GRE,1,1463.78271484,1964-09-10,1964-09-16
None,Panathinaikos,GRE,1,1459.72302246,1964-09-17,1964-09-26
None,Panathinaikos,GRE,1,1461.35803223,1964-09-27,1964-09-30
None,Panathinaikos,GRE,1,1464.55566406,1964-10-01,1964-10-04
None,Panathinaikos,GRE,1,1467.66113281,1964-10-05,1964-10-11
None,Panathinaikos,GRE,1,1469.22424316,1964-10-12,1964-10-18
None,Panathinaikos,GRE,1,1456.05847168,1964-10-19,1964-10-25
None,Panathinaikos,GRE,1,1458.6829834,1964-10-26,1964-11-01
None,Panathinaikos,GRE,1,1453.79736328,1964-11-02,1964-11-11
None,Panathinaikos,GRE,1,1453.12658691,1964-11-12,1964-11-15
None,Panathinaikos,GRE,1,1457.1574707,1964-11-16,1964-11-25
None,Panathinaikos,GRE,1,1456.53552246,1964-11-26,1964-12-06
None,Panathinaikos,GRE,1,1457.78271484,1964-12-07,1964-12-13
None,Panathinaikos,GRE,1,1460.78588867,1964-12-14,1964-12-20
None,Panathinaikos,GRE,1,1462.17871094,1964-12-21,1964-12-26
None,Panathinaikos,GRE,1,1455.890625,1964-12-27,1965-01-03
None,Panathinaikos,GRE,1,1456.14404297,1965-01-04,1965-01-10
None,Panathinaikos,GRE,1,1451.56713867,1965-01-11,1965-01-17
None,Panathinaikos,GRE,1,1446.62219238,1965-01-18,1965-01-25
None,Panathinaikos,GRE,1,1448.49243164,1965-01-26,1965-01-31
None,Panathinaikos,GRE,1,1451.28369141,1965-02-01,1965-02-07
None,Panathinaikos,GRE,1,1452.40161133,1965-02-08,1965-02-14
None,Panathinaikos,GRE,1,1446.80456543,1965-02-15,1965-02-21
None,Panathinaikos,GRE,1,1449.74707031,1965-02-22,1965-03-03
None,Panathinaikos,GRE,1,1457.09973145,1965-03-04,1965-03-07
None,Panathinaikos,GRE,1,1459.48022461,1965-03-08,1965-03-22
None,Panathinaikos,GRE,1,1460.23876953,1965-03-23,1965-03-28
None,Panathinaikos,GRE,1,1461.74829102,1965-03-29,1965-04-11
None,Panathinaikos,GRE,1,1465.8581543,1965-04-12,1965-05-09
None,Panathinaikos,GRE,1,1457.52270508,1965-05-10,1965-05-16
None,Panathinaikos,GRE,1,1462.43066406,1965-05-17,1965-06-06
None,Panathinaikos,GRE,1,1465.94934082,1965-06-07,1965-06-13
None,Panathinaikos,GRE,1,1466.51196289,1965-06-14,1965-06-20
None,Panathinaikos,GRE,1,1468.95031738,1965-06-21,1965-09-19
None,Panathinaikos,GRE,1,1462.81481934,1965-09-20,1965-09-26
None,Panathinaikos,GRE,1,1465.25109863,1965-09-27,1965-10-10
None,Panathinaikos,GRE,1,1465.26293945,1965-10-11,1965-11-10
None,Panathinaikos,GRE,1,1479.97033691,1965-11-11,1965-11-17
None,Panathinaikos,GRE,1,1460.44934082,1965-11-18,1965-11-24
None,Panathinaikos,GRE,1,1458.82104492,1965-11-25,1965-11-28
None,Panathinaikos,GRE,1,1462.82006836,1965-11-29,1965-12-01
None,Panathinaikos,GRE,1,1462.75,1965-12-02,1965-12-05
None,Panathinaikos,GRE,1,1463.93615723,1965-12-06,1965-12-12
None,Panathinaikos,GRE,1,1468.62060547,1965-12-13,1965-12-19
None,Panathinaikos,GRE,1,1455.85998535,1965-12-20,1965-12-26
None,Panathinaikos,GRE,1,1450.24182129,1965-12-27,1966-01-02
None,Panathinaikos,GRE,1,1451.13659668,1966-01-03,1966-01-09
None,Panathinaikos,GRE,1,1453.41186523,1966-01-10,1966-01-16
None,Panathinaikos,GRE,1,1457.88928223,1966-01-17,1966-01-23
None,Panathinaikos,GRE,1,1459.50830078,1966-01-24,1966-01-29
None,Panathinaikos,GRE,1,1460.36462402,1966-01-30,1966-02-06
None,Panathinaikos,GRE,1,1452.66772461,1966-02-07,1966-02-13
None,Panathinaikos,GRE,1,1454.41784668,1966-02-14,1966-02-20
None,Panathinaikos,GRE,1,1457.84448242,1966-02-21,1966-02-27
None,Panathinaikos,GRE,1,1459.10253906,1966-02-28,1966-03-06
None,Panathinaikos,GRE,1,1463.65246582,1966-03-07,1966-03-13
None,Panathinaikos,GRE,1,1465.26757812,1966-03-14,1966-03-20
None,Panathinaikos,GRE,1,1469.44421387,1966-03-21,1966-03-27
None,Panathinaikos,GRE,1,1471.48059082,1966-03-28,1966-04-03
None,Panathinaikos,GRE,1,1483.20080566,1966-04-04,1966-04-10
None,Panathinaikos,GRE,1,1484.25634766,1966-04-11,1966-04-17
None,Panathinaikos,GRE,1,1465.24279785,1966-04-18,1966-04-24
None,Panathinaikos,GRE,1,1460.09692383,1966-04-25,1966-05-01
None,Panathinaikos,GRE,1,1461.27416992,1966-05-02,1966-05-08
None,Panathinaikos,GRE,1,1466.24047852,1966-05-09,1966-05-15
None,Panathinaikos,GRE,1,1472.57043457,1966-05-16,1966-05-21
None,Panathinaikos,GRE,1,1467.29199219,1966-05-22,1966-05-29
None,Panathinaikos,GRE,1,1454.99328613,1966-05-30,1966-06-05
None,Panathinaikos,GRE,1,1456.29150391,1966-06-06,1966-06-12
None,Panathinaikos,GRE,1,1460.74560547,1966-06-13,1966-06-19
None,Panathinaikos,GRE,1,1462.3659668,1966-06-20,1966-09-28
None,Panathinaikos,GRE,1,1445.04711914,1966-09-29,1966-10-05
None,Panathinaikos,GRE,1,1440.03869629,1966-10-06,1966-10-23
None,Panathinaikos,GRE,1,1441.33251953,1966-10-24,1966-10-30
None,Panathinaikos,GRE,1,1425.00878906,1966-10-31,1966-11-06
None,Panathinaikos,GRE,1,1413.3972168,1966-11-07,1966-11-13
None,Panathinaikos,GRE,1,1414.9074707,1966-11-14,1966-11-20
None,Panathinaikos,GRE,1,1415.98815918,1966-11-21,1966-11-27
None,Panathinaikos,GRE,1,1409.91369629,1966-11-28,1966-12-04
None,Panathinaikos,GRE,1,1412.10388184,1966-12-05,1966-12-11
None,Panathinaikos,GRE,1,1416.49951172,1966-12-12,1966-12-18
None,Panathinaikos,GRE,1,1417.40893555,1966-12-19,1966-12-26
None,Panathinaikos,GRE,1,1414.02978516,1966-12-27,1967-01-08
None,Panathinaikos,GRE,1,1415.29406738,1967-01-09,1967-01-15
None,Panathinaikos,GRE,1,1421.86132812,1967-01-16,1967-01-22
None,Panathinaikos,GRE,1,1422.75866699,1967-01-23,1967-01-29
None,Panathinaikos,GRE,1,1409.29125977,1967-01-30,1967-02-05
None,Panathinaikos,GRE,1,1413.15844727,1967-02-06,1967-02-11
None,Panathinaikos,GRE,1,1419.67138672,1967-02-12,1967-02-22
None,Panathinaikos,GRE,1,1415.00512695,1967-02-23,1967-02-26
None,Panathinaikos,GRE,1,1405.0378418,1967-02-27,1967-03-06
None,Panathinaikos,GRE,1,1400.19030762,1967-03-07,1967-03-12
None,Panathinaikos,GRE,1,1381.3861084,1967-03-13,1967-03-19
None,Panathinaikos,GRE,1,1364.21923828,1967-03-20,1967-03-26
None,Panathinaikos,GRE,1,1372.19995117,1967-03-27,1967-04-02
None,Panathinaikos,GRE,1,1373.03918457,1967-04-03,1967-04-09
None,Panathinaikos,GRE,1,1378.18103027,1967-04-10,1967-04-16
None,Panathinaikos,GRE,1,1370.81335449,1967-04-17,1967-05-21
None,Panathinaikos,GRE,1,1377.30908203,1967-05-22,1967-05-28
None,Panathinaikos,GRE,1,1369.66418457,1967-05-29,1967-06-04
None,Panathinaikos,GRE,1,1373.37634277,1967-06-05,1967-06-11
None,Panathinaikos,GRE,1,1374.60864258,1967-06-12,1967-06-17
None,Panathinaikos,GRE,1,1376.16638184,1967-06-18,1967-09-20
None,Panathinaikos,GRE,1,1374.72692871,1967-09-21,1967-09-23
None,Panathinaikos,GRE,1,1374.70996094,1967-09-24,1967-10-08
None,Panathinaikos,GRE,1,1375.46032715,1967-10-09,1967-10-11
None,Panathinaikos,GRE,1,1373.83520508,1967-10-12,1967-10-15
None,Panathinaikos,GRE,1,1364.08276367,1967-10-16,1967-10-18
None,Panathinaikos,GRE,1,1364.1529541,1967-10-19,1967-10-22
None,Panathinaikos,GRE,1,1360.37329102,1967-10-23,1967-10-29
None,Panathinaikos,GRE,1,1365.00085449,1967-10-30,1967-11-12
None,Panathinaikos,GRE,1,1361.22607422,1967-11-13,1967-11-19
None,Panathinaikos,GRE,1,1362.22729492,1967-11-20,1967-11-22
None,Panathinaikos,GRE,1,1367.75622559,1967-11-23,1967-11-26
None,Panathinaikos,GRE,1,1363.72460938,1967-11-27,1967-12-03
None,Panathinaikos,GRE,1,1356.16687012,1967-12-04,1967-12-10
None,Panathinaikos,GRE,1,1353.91186523,1967-12-11,1967-12-17
None,Panathinaikos,GRE,1,1356.26062012,1967-12-18,1967-12-24
None,Panathinaikos,GRE,1,1347.81726074,1967-12-25,1967-12-31
None,Panathinaikos,GRE,1,1349.14892578,1968-01-01,1968-01-07
None,Panathinaikos,GRE,1,1338.99133301,1968-01-08,1968-01-14
None,Panathinaikos,GRE,1,1335.58166504,1968-01-15,1968-01-21
None,Panathinaikos,GRE,1,1327.76086426,1968-01-22,1968-01-28
None,Panathinaikos,GRE,1,1334.53088379,1968-01-29,1968-02-04
None,Panathinaikos,GRE,1,1340.9564209,1968-02-05,1968-02-11
None,Panathinaikos,GRE,1,1346.73059082,1968-02-12,1968-02-18
None,Panathinaikos,GRE,1,1342.16882324,1968-02-19,1968-02-25
None,Panathinaikos,GRE,1,1342.83959961,1968-02-26,1968-03-03
None,Panathinaikos,GRE,1,1338.12634277,1968-03-04,1968-03-10
None,Panathinaikos,GRE,1,1339.27453613,1968-03-11,1968-03-17
None,Panathinaikos,GRE,1,1336.97314453,1968-03-18,1968-03-24
None,Panathinaikos,GRE,1,1338.21191406,1968-03-25,1968-03-31
None,Panathinaikos,GRE,1,1338.5411377,1968-04-01,1968-04-14
None,Panathinaikos,GRE,1,1336.11010742,1968-04-15,1968-04-22
None,Panathinaikos,GRE,1,1338.09899902,1968-04-23,1968-04-29
None,Panathinaikos,GRE,1,1330.83520508,1968-04-30,1968-05-04
None,Panathinaikos,GRE,1,1334.53417969,1968-05-05,1968-05-19
None,Panathinaikos,GRE,1,1336.92407227,1968-05-20,1968-05-26
None,Panathinaikos,GRE,1,1320.37841797,1968-05-27,1968-06-02
None,Panathinaikos,GRE,1,1326.27612305,1968-06-03,1968-06-09
None,Panathinaikos,GRE,1,1328.20581055,1968-06-10,1968-09-18
None,Panathinaikos,GRE,1,1331.02648926,1968-09-19,1968-09-20
None,Panathinaikos,GRE,1,1335.33374023,1968-09-21,1968-09-22
None,Panathinaikos,GRE,1,1337.07995605,1968-09-23,1968-09-26
None,Panathinaikos,GRE,1,1337.06628418,1968-09-27,1968-09-30
None,Panathinaikos,GRE,1,1341.51501465,1968-10-01,1968-10-02
None,Panathinaikos,GRE,1,1341.17651367,1968-10-03,1968-10-07
None,Panathinaikos,GRE,1,1342.63537598,1968-10-08,1968-10-20
None,Panathinaikos,GRE,1,1348.40185547,1968-10-21,1968-10-27
None,Panathinaikos,GRE,1,1349.5682373,1968-10-28,1968-11-03
None,Panathinaikos,GRE,1,1360.49523926,1968-11-04,1968-11-10
None,Panathinaikos,GRE,1,1362.51660156,1968-11-11,1968-11-13
None,Panathinaikos,GRE,1,1356.82373047,1968-11-14,1968-11-17
None,Panathinaikos,GRE,1,1353.62280273,1968-11-18,1968-11-24
None,Panathinaikos,GRE,1,1351.05175781,1968-11-25,1968-11-27
None,Panathinaikos,GRE,1,1373.15405273,1968-11-28,1968-12-01
None,Panathinaikos,GRE,1,1361.37536621,1968-12-02,1968-12-15
None,Panathinaikos,GRE,1,1365.45031738,1968-12-16,1968-12-22
None,Panathinaikos,GRE,1,1367.35693359,1968-12-23,1968-12-29
None,Panathinaikos,GRE,1,1357.10693359,1968-12-30,1969-01-05
None,Panathinaikos,GRE,1,1361.1282959,1969-01-06,1969-01-12
None,Panathinaikos,GRE,1,1368.39489746,1969-01-13,1969-01-19
None,Panathinaikos,GRE,1,1376.58007812,1969-01-20,1969-01-26
None,Panathinaikos,GRE,1,1372.96105957,1969-01-27,1969-02-02
None,Panathinaikos,GRE,1,1378.86486816,1969-02-03,1969-02-09
None,Panathinaikos,GRE,1,1379.60070801,1969-02-10,1969-02-16
None,Panathinaikos,GRE,1,1387.43579102,1969-02-17,1969-02-23
None,Panathinaikos,GRE,1,1388.40161133,1969-02-24,1969-02-26
None,Panathinaikos,GRE,1,1390.69104004,1969-02-27,1969-03-02
None,Panathinaikos,GRE,1,1396.35119629,1969-03-03,1969-03-09
None,Panathinaikos,GRE,1,1398.36157227,1969-03-10,1969-03-12
None,Panathinaikos,GRE,1,1394.94482422,1969-03-13,1969-03-16
None,Panathinaikos,GRE,1,1386.30639648,1969-03-17,1969-03-23
None,Panathinaikos,GRE,1,1387.43908691,1969-03-24,1969-03-30
None,Panathinaikos,GRE,1,1388.37805176,1969-03-31,1969-04-06
None,Panathinaikos,GRE,1,1400.15075684,1969-04-07,1969-04-20
None,Panathinaikos,GRE,1,1400.78271484,1969-04-21,1969-05-11
None,Panathinaikos,GRE,1,1416.01098633,1969-05-12,1969-05-18
None,Panathinaikos,GRE,1,1417.09729004,1969-05-19,1969-05-25
None,Panathinaikos,GRE,1,1422.07751465,1969-05-26,1969-06-01
None,Panathinaikos,GRE,1,1424.24731445,1969-06-02,1969-06-08
None,Panathinaikos,GRE,1,1415.76416016,1969-06-09,1969-06-15
None,Panathinaikos,GRE,1,1411.07910156,1969-06-16,1969-09-17
None,Panathinaikos,GRE,1,1394.1817627,1969-09-18,1969-09-21
None,Panathinaikos,GRE,1,1397.37390137,1969-09-22,1969-09-24
None,Panathinaikos,GRE,1,1397.2923584,1969-09-25,1969-09-28
None,Panathinaikos,GRE,1,1389.88037109,1969-09-29,1969-09-30
None,Panathinaikos,GRE,1,1389.86889648,1969-10-01,1969-10-01
None,Panathinaikos,GRE,1,1376.84326172,1969-10-02,1969-10-19
None,Panathinaikos,GRE,1,1378.12573242,1969-10-20,1969-10-22
None,Panathinaikos,GRE,1,1392.27404785,1969-10-23,1969-10-25
None,Panathinaikos,GRE,1,1396.65820312,1969-10-26,1969-11-02
None,Panathinaikos,GRE,1,1404.60449219,1969-11-03,1969-11-23
None,Panathinaikos,GRE,1,1407.93078613,1969-11-24,1969-11-26
None,Panathinaikos,GRE,1,1408.65991211,1969-11-27,1969-11-30
None,Panathinaikos,GRE,1,1412.84411621,1969-12-01,1969-12-07
None,Panathinaikos,GRE,1,1414.65917969,1969-12-08,1969-12-14
None,Panathinaikos,GRE,1,1415.81982422,1969-12-15,1969-12-21
None,Panathinaikos,GRE,1,1425.30627441,1969-12-22,1969-12-28
None,Panathinaikos,GRE,1,1420.13598633,1969-12-29,1970-01-04
None,Panathinaikos,GRE,1,1421.00732422,1970-01-05,1970-01-11
None,Panathinaikos,GRE,1,1425.58374023,1970-01-12,1970-01-18
None,Panathinaikos,GRE,1,1426.36608887,1970-01-19,1970-01-25
None,Panathinaikos,GRE,1,1429.89880371,1970-01-26,1970-02-01
None,Panathinaikos,GRE,1,1418.63659668,1970-02-02,1970-02-08
None,Panathinaikos,GRE,1,1425.39013672,1970-02-09,1970-02-15
None,Panathinaikos,GRE,1,1410.71643066,1970-02-16,1970-02-22
None,Panathinaikos,GRE,1,1414.95556641,1970-02-23,1970-03-01
None,Panathinaikos,GRE,1,1415.47717285,1970-03-02,1970-03-08
None,Panathinaikos,GRE,1,1417.67285156,1970-03-09,1970-03-15
